"Use_Case_Number","Use_Case_Name","Application_Context"
UCCUS724,"New Asset found but not listed in Inventory DB","DA-ESS-UseCases"
UCCUS725,"New IDS Signatures in past 30 days","DA-ESS-UseCases"
UCCUS726,"New Malops Created","DA-ESS-UseCases"
UCCUS727,"New Outbound RDP session - CTI","DA-ESS-UseCases"
UCCUS728,"New Possible Rogue","DA-ESS-UseCases"
UCCUS729,"New Suspicious Process Started","DA-ESS-UseCases"
UCCUS730,"New Unauthorized RDP Session with external IP - CTI","DA-ESS-UseCases"
UCCUS731,"New Unblocked External source IPs detected in the WAF logs","DA-ESS-UseCases"
UCCUS732,"New ePO Signature detected, Never seen before","DA-ESS-UseCases"
UCCUS733,"Newly opened ports on the Qualys perimeter","DA-ESS-UseCases"
UCCUS734,"Newly opened ports on the perimeter from Qualys","DA-ESS-UseCases"
UCCUS735,"NextGen Abnormal Query Length","DA-ESS-UseCases"
UCCUS736,"NextGen Excessive Policy Reads by User","DA-ESS-UseCases"
UCCUS737,"NextGen Unusual User Agent String","DA-ESS-UseCases"
UCCUS738,"Nightly Report of .EXE Internet File downloads","DA-ESS-UseCases"
UCCUS739,"Nightly Report of .PS1 Internet File downloads","DA-ESS-UseCases"
UCCUS740,"Non-Owner Mailbox Access Report","DA-ESS-UseCases"
UCCUS741,"Non-Privileged Accounts Access to sesu/root - YXC","DA-ESS-UseCases"
UCCUS742,"Number of Files Written per user","DA-ESS-UseCases"
UCCUS743,"OOTB - Excessive HTTP failure responses","DA-ESS-UseCases"
UCCUS744,"OOTB - Inactive Account activity detected","DA-ESS-UseCases"
UCCUS745,"OOTB - Short Lived account detected","DA-ESS-UseCases"
UCCUS746,"OOTB - Threat Activity Detected","DA-ESS-UseCases"
UCCUS747,"OOTB - Unusual volume of activity detected","DA-ESS-UseCases"
UCCUS748,"OOTB- New user account created on multiple hosts","DA-ESS-UseCases"
UCCUS749,"OOTB- Prohibited Port Activity detected","DA-ESS-UseCases"
UCCUS750,"OOTB- Substanstial increase in Intrusion events","DA-ESS-UseCases"
UCCUS751,"ORDIPS1_Events_Status","DA-ESS-UseCases"
UCCUS752,"OWA - Page Impressions over Time","DA-ESS-UseCases"
UCCUS753,"OWA - Top Browsers","DA-ESS-UseCases"
UCCUS754,"OWA - Top Operating Systems","DA-ESS-UseCases"
UCCUS755,"OWA - Top Users by IP Address and Page Impressions","DA-ESS-UseCases"
UCCUS756,"OWA - Top Users by Page Impressions","DA-ESS-UseCases"
UCCUS757,"Observed Traffic from iran","DA-ESS-UseCases"
UCCUS758,"Only member in a peer group accessing a site/object","DA-ESS-UseCases"
UCCUS759,"Only member in a peer group uploading data to a particular domain","DA-ESS-UseCases"
UCCUS760,"Outbound Beaconing Pursuit","DA-ESS-UseCases"
UCCUS761,"Outbound Beaconing Pursuit Blocked","DA-ESS-UseCases"
UCCUS762,"Outbound FTP traffic from endpoints","DA-ESS-UseCases"
UCCUS763,"Outbound FTP traffic from servers","DA-ESS-UseCases"
UCCUS764,"Outbound Traffic to Domain Excessive Bytes","DA-ESS-UseCases"
UCCUS765,"Outbound Traffic to IP Excessive Bytes","DA-ESS-UseCases"
UCCUS766,"Outbound Traffic to Malicious IP Address from CUSTOMER Server - CTI","DA-ESS-UseCases"
UCCUS767,"Outbound Traffic to malicious IP Address - CTI","DA-ESS-UseCases"
UCCUS768,"Outbreak Detected (HL Edit)","DA-ESS-UseCases"
UCCUS769,"Outlook - RPC Sessions over Time","DA-ESS-UseCases"
UCCUS770,"Outlook - Top Users by IP Address and RPC Sessions","DA-ESS-UseCases"
UCCUS771,"Outlook - Top Users by RPC Sessions","DA-ESS-UseCases"
UCCUS772,"Outlook Anywhere - RPC Sessions over Time","DA-ESS-UseCases"
UCCUS773,"Outlook Anywhere - Top Users by IP Address and RPC Sessions","DA-ESS-UseCases"
UCCUS774,"Outlook Anywhere - Top Users by RPC Sessions","DA-ESS-UseCases"
UCCUS775,"P2P activity detected","DA-ESS-UseCases"
UCCUS776,"PAM - Highly Privileged Service Account Logon from Abnormal Location - CTI","DA-ESS-UseCases"
UCCUS777,"PAM - User Added to a Highly Privileged Group - CTI","DA-ESS-UseCases"
UCCUS778,"PAM - User Removed From a Highly Privileged Group - CTI","DA-ESS-UseCases"
UCCUS779,"PAN - Critical / high IDS vuln - blocked","DA-ESS-UseCases"
UCCUS780,"PAN - Critical / high IDS vuln - not blocked","DA-ESS-UseCases"
UCCUS781,"PAN - Data center host scanning","DA-ESS-UseCases"
UCCUS782,"PAN - Dropcan Traffic","DA-ESS-UseCases"
UCCUS783,"PAN - Facebook Traffic","DA-ESS-UseCases"
UCCUS784,"PAN - Firewall allow to high number of distinct Internet IPs.","DA-ESS-UseCases"
UCCUS785,"PAN - Firewall deny to high number of distinct Internet IPs","DA-ESS-UseCases"
UCCUS786,"PAN - Google Analytics Traffic","DA-ESS-UseCases"
UCCUS787,"PAN - HTTP Video Traffic","DA-ESS-UseCases"
UCCUS788,"PAN - Internal system initiated TCP port scan","DA-ESS-UseCases"
UCCUS789,"PAN - Livestream Traffic","DA-ESS-UseCases"
UCCUS790,"PAN - New Relic Traffic","DA-ESS-UseCases"
UCCUS791,"PAN - RSS Traffic","DA-ESS-UseCases"
UCCUS792,"PAN - RTMPT Traffic","DA-ESS-UseCases"
UCCUS793,"PAN - SSL Traffic","DA-ESS-UseCases"
UCCUS794,"PAN - SuccessFactors Traffic","DA-ESS-UseCases"
UCCUS795,"PAN - Symantec Endpoint Manager Traffic","DA-ESS-UseCases"
UCCUS796,"PAN - Trendmicro Traffic","DA-ESS-UseCases"
UCCUS797,"PAN - Twitter Traffic","DA-ESS-UseCases"
UCCUS798,"PAN - Windows Azure Base Traffic","DA-ESS-UseCases"
UCCUS799,"PAN - Youtube Traffic","DA-ESS-UseCases"
UCCUS800,"PAN Rule Check","DA-ESS-UseCases"
UCCUS801,"PAN internal system initiated TCP port scan","DA-ESS-UseCases"
UCCUS802,"PAN wildfire event","DA-ESS-UseCases"
UCCUS803,"PCI_PoC_Hosts","DA-ESS-UseCases"
UCCUS804,"PROD - Review of commands executed by all privileged accounts","DA-ESS-UseCases"
UCCUS805,"PUP indicator, BHO registration blocked","DA-ESS-UseCases"
UCCUS806,"Paisey - Brute Force Behavior Detected","DA-ESS-UseCases"
UCCUS807,"Paisey - New Account Creation","DA-ESS-UseCases"
UCCUS808,"Paisey - Unauthorized Access","DA-ESS-UseCases"
UCCUS809,"Paisy - Brute Force Ftp xfer Accounts","DA-ESS-UseCases"
UCCUS810,"Paisy - New Package Installation","DA-ESS-UseCases"
UCCUS811,"Paisy - Object Deletion","DA-ESS-UseCases"
UCCUS812,"Paisy - Splunk Forwarder Verification","DA-ESS-UseCases"
UCCUS813,"Paisy Rule - New User Added To Paisy Servers","DA-ESS-UseCases"
UCCUS814,"Paisy Rule - Not authorized user are trying to get elevated to admin","DA-ESS-UseCases"
UCCUS815,"Paisy Rule - Process Running with an unauthorized account","DA-ESS-UseCases"
UCCUS816,"Paisy Rule - Unsuccessful Logon Attempts To The Server","DA-ESS-UseCases"
UCCUS817,"Palo Alto Allowed Outbound Known-Ports","DA-ESS-UseCases"
UCCUS818,"Palo Alto Critical Events Inbound","DA-ESS-UseCases"
UCCUS819,"Palo Alto Critical Events Outbound","DA-ESS-UseCases"
UCCUS820,"Palo Alto Network Scanning Activity","DA-ESS-UseCases"
UCCUS821,"Password Brute force attack","DA-ESS-UseCases"
UCCUS822,"Password reset attempts for known accounts","DA-ESS-UseCases"
UCCUS823,"Pershing Account created by unauthorized Admin","DA-ESS-UseCases"
UCCUS824,"Pershing Repeated Sensitive Dataset Violations By Same User","DA-ESS-UseCases"
UCCUS825,"Pershing Restricted Logins - ARXM00M","DA-ESS-UseCases"
UCCUS826,"Pershing Restricted Logins - mg0m66m","DA-ESS-UseCases"
UCCUS827,"Pershing Restricted Password Logins - mg0m66m","DA-ESS-UseCases"
UCCUS828,"Petya-Ransomware","DA-ESS-UseCases"
UCCUS829,"Phishing Emails Delivered Not Rewritten Link","DA-ESS-UseCases"
UCCUS830,"Phishing Link Detected by PAN","DA-ESS-UseCases"
UCCUS831,"Phishing email followed by suspicious software downloads","DA-ESS-UseCases"
UCCUS832,"Phishing email followed by suspicious web traffic","DA-ESS-UseCases"
UCCUS833,"Poland Attack IOCs detected by Cisco Devices","DA-ESS-UseCases"
UCCUS834,"Poland Attack IOCs detected by McAfee or Bluecoat Proxy","DA-ESS-UseCases"
UCCUS835,"Policy - Forescout Service Account used from unauthorized source","DA-ESS-UseCases"
UCCUS836,"Policy - uCMDB Service Account used from unauthorized source","DA-ESS-UseCases"
UCCUS837,"Populate AD Identities Lookup Table","DA-ESS-UseCases"
UCCUS838,"Populate CHI Symantec Assets","DA-ESS-UseCases"
UCCUS839,"Populate IESE Idenitities","DA-ESS-UseCases"
UCCUS840,"Populate Nexpose Asset Data","DA-ESS-UseCases"
UCCUS841,"Populate SCCM Assets lookup","DA-ESS-UseCases"
UCCUS842,"Pornography/Hacking sites","DA-ESS-UseCases"
UCCUS843,"Port Scanning from DMZ to DMZ Zone","DA-ESS-UseCases"
UCCUS844,"Port Scanning from DMZ to MPN Zone","DA-ESS-UseCases"
UCCUS845,"Port Scanning from MPN to DMZ Zone","DA-ESS-UseCases"
UCCUS846,"PortScan-Single Destination to Multiple TCP ports","DA-ESS-UseCases"
UCCUS847,"Possible CSRF Attack","DA-ESS-UseCases"
UCCUS848,"Possible DNSCAT Data Exfiltration","DA-ESS-UseCases"
UCCUS849,"Possible Inbound MITM Attack","DA-ESS-UseCases"
UCCUS850,"Possible Locky Ransomware Detection Antivirus or IDS","DA-ESS-UseCases"
UCCUS851,"Possible Spoofed SSL/TLS Certificate Used","DA-ESS-UseCases"
UCCUS852,"Possible beaconing detected","DA-ESS-UseCases"
UCCUS853,"Possible data exfiltration - low and slow data transfer","DA-ESS-UseCases"
UCCUS854,"Possible_DataCenter_Outage","DA-ESS-UseCases"
UCCUS855,"Post-infection Indicator - Bad User Agent","DA-ESS-UseCases"
UCCUS856,"Post-infection Indicator - Bicololo","DA-ESS-UseCases"
UCCUS857,"Post-infection Indicator - Caphaw","DA-ESS-UseCases"
UCCUS858,"Post-infection Indicator - Cridex","DA-ESS-UseCases"
UCCUS859,"Post-infection Indicator - Cryptolocker","DA-ESS-UseCases"
UCCUS860,"Post-infection Indicator - FakeAV","DA-ESS-UseCases"
UCCUS861,"Post-infection Indicator - Gozi","DA-ESS-UseCases"
UCCUS862,"Post-infection Indicator - H-worm RAT","DA-ESS-UseCases"
UCCUS863,"Post-infection Indicator - Hotspot Shield","DA-ESS-UseCases"
UCCUS864,"Post-infection Indicator - Kargen Zbot","DA-ESS-UseCases"
UCCUS865,"Post-infection Indicator - Kazy","DA-ESS-UseCases"
UCCUS866,"Post-infection Indicator - Medfos","DA-ESS-UseCases"
UCCUS867,"Post-infection Indicator - Mevade","DA-ESS-UseCases"
UCCUS868,"Post-infection Indicator - Pony Gate","DA-ESS-UseCases"
UCCUS869,"Post-infection Indicator - Redyms","DA-ESS-UseCases"
UCCUS870,"Post-infection Indicator - Short EXE download","DA-ESS-UseCases"
UCCUS871,"Post-infection Indicator - Simda","DA-ESS-UseCases"
UCCUS872,"Post-infection Indicator - Tepfer","DA-ESS-UseCases"
UCCUS873,"Post-infection Indicator - Vawtrak","DA-ESS-UseCases"
UCCUS874,"Post-infection Indicator - Xtreme RAT","DA-ESS-UseCases"
UCCUS875,"Post-infection Indicator-POST to gate.php-Zeus","DA-ESS-UseCases"
UCCUS876,"Post-infection Indicator-Unknown trully-pong.php","DA-ESS-UseCases"
UCCUS877,"Post-infection Indicator-Upatre 2nd Stage","DA-ESS-UseCases"
UCCUS878,"Post-infection Indicator-Urausay","DA-ESS-UseCases"
UCCUS879,"Post-infection Indicator-VBS Jenxcus","DA-ESS-UseCases"
UCCUS880,"Post-infection Indicator-Zbot 2nd stage","DA-ESS-UseCases"
UCCUS881,"Post-infection Indicator-Zemot Rerdom","DA-ESS-UseCases"
UCCUS882,"Post-infection Indicator-ZeroAccess","DA-ESS-UseCases"
UCCUS883,"Post-infection Indicator-encrypted POST-Asprox or Zusy","DA-ESS-UseCases"
UCCUS884,"Post-infection IndicatorBeta-Asprox or Kuluoz","DA-ESS-UseCases"
UCCUS885,"Potential App Control Bypass attempt-Fileless Malware - CTI","DA-ESS-UseCases"
UCCUS886,"Potential malware outbreak - Multiple users visiting botnet domain - CTI","DA-ESS-UseCases"
UCCUS887,"Powershell Empire-Default Config","DA-ESS-UseCases"
UCCUS888,"Powershell over DNS TXT Records","DA-ESS-UseCases"
UCCUS889,"Privelege Escalation Attempt","DA-ESS-UseCases"
UCCUS890,"Privileged Access usage anomaly","DA-ESS-UseCases"
UCCUS891,"Privileged Account - Multiple Account Login Failures from Same Source Detected","DA-ESS-UseCases"
UCCUS892,"Privileged Account Concurrent Logins Detected","DA-ESS-UseCases"
UCCUS893,"Privileged Windows AD Admin Account","DA-ESS-UseCases"
UCCUS894,"Privileged account used beyond scope of approved permissions","DA-ESS-UseCases"
UCCUS895,"Privileged account used outside of normal usage","DA-ESS-UseCases"
UCCUS896,"Privileged action in G2Enquiry","DA-ESS-UseCases"
UCCUS897,"Privileged action in G2Enquiry (Monthly Report)","DA-ESS-UseCases"
UCCUS898,"Privileged activity by non-privileged user","DA-ESS-UseCases"
UCCUS899,"Probable privilege misuse by GAMO user","DA-ESS-UseCases"
UCCUS900,"Proxy_LASPGSOPXY01_Event_Status","DA-ESS-UseCases"
UCCUS901,"Public Folder Usage","DA-ESS-UseCases"
UCCUS902,"Purge certificate_intel 30","DA-ESS-UseCases"
UCCUS903,"Purge email_intel 30","DA-ESS-UseCases"
UCCUS904,"Purge file_intel 30","DA-ESS-UseCases"
UCCUS905,"Purge http_intel 30","DA-ESS-UseCases"
UCCUS906,"Purge ip_intel 30","DA-ESS-UseCases"
UCCUS907,"Purge process_intel 30","DA-ESS-UseCases"
UCCUS908,"Purge registry_intel 30","DA-ESS-UseCases"
UCCUS909,"Purge service_intel 30","DA-ESS-UseCases"
UCCUS910,"Purge user_intel 30","DA-ESS-UseCases"
UCCUS911,"Qualys Confirmed Active Vulnerability - CTI","DA-ESS-UseCases"
UCCUS912,"Qulays_host_id_to_ip_lookup_update","DA-ESS-UseCases"
UCCUS913,"RACF Authentication Failure SYSL","DA-ESS-UseCases"
UCCUS914,"RACF Authority Failure SYSL","DA-ESS-UseCases"
UCCUS915,"RACF Authority or Authentication failure SYSL","DA-ESS-UseCases"
UCCUS916,"RACF Mainframe DBA group changes","DA-ESS-UseCases"
UCCUS917,"RASP - Web Application Attacks Blocked from Single Source","DA-ESS-UseCases"
UCCUS918,"RASP - Web application Attack Detected","DA-ESS-UseCases"
UCCUS919,"REPORT: Count of firewall events from malicious IPs","DA-ESS-UseCases"
UCCUS920,"RPA Analysis Base","DA-ESS-UseCases"
UCCUS921,"RPA Misses","DA-ESS-UseCases"
UCCUS922,"RPA Outcome Differential Analysis","DA-ESS-UseCases"
UCCUS923,"RPA Recovery Data","DA-ESS-UseCases"
UCCUS924,"RPA Score and Status","DA-ESS-UseCases"
UCCUS925,"RPA Triage Comparison","DA-ESS-UseCases"
UCCUS926,"RPA Triage Time Analysis","DA-ESS-UseCases"
UCCUS927,"RPA misses in last 1 day","DA-ESS-UseCases"
UCCUS928,"RPO Server Observed 'sesu'","DA-ESS-UseCases"
UCCUS929,"RPO Server Observed 'sesu' (Business Day)","DA-ESS-UseCases"
UCCUS930,"RPO Server Observed 'sesu' (Business Day) (root)","DA-ESS-UseCases"
UCCUS931,"RSA Admin Role(created-deleted-modified)","DA-ESS-UseCases"
UCCUS932,"RSA High number of challenges per user in 3 mins","DA-ESS-UseCases"
UCCUS933,"RSA Login from Fraud IP's","DA-ESS-UseCases"
UCCUS934,"RSA Login from restricted Countries","DA-ESS-UseCases"
UCCUS935,"RSA multiple tokens disabled","DA-ESS-UseCases"
UCCUS936,"RSA password sign on anomalies","DA-ESS-UseCases"
UCCUS937,"RSA token lockout Executive","DA-ESS-UseCases"
UCCUS938,"Ransomware Clone","DA-ESS-UseCases"
UCCUS939,"Ransomware exploit","DA-ESS-UseCases"
UCCUS940,"Real-time Health Overview - Message Processing Rate","DA-ESS-UseCases"
UCCUS941,"Real-time Health Overview - Non-Reporting Servers","DA-ESS-UseCases"
UCCUS942,"Real-time Health Overview - Outbound Mail Reputation","DA-ESS-UseCases"
UCCUS943,"Real-time Health Overview - Service Availability","DA-ESS-UseCases"
UCCUS944,"Real-time Health Overview - Top Local Recipients","DA-ESS-UseCases"
UCCUS945,"Real-time Health Overview - Top Local Senders","DA-ESS-UseCases"
UCCUS946,"Recon - Unique User Agent String","DA-ESS-UseCases"
UCCUS947,"Recurring Malware Infection - CTI","DA-ESS-UseCases"
UCCUS948,"Remote exploit attempt on Oracle weblogic Server","DA-ESS-UseCases"
UCCUS949,"Repeated failed attempts to SU to root or prod","DA-ESS-UseCases"
UCCUS950,"Request Entity or URI Too Long for an application","DA-ESS-UseCases"
UCCUS951,"Retroactively Detected Malicious Email Delivered - CTI","DA-ESS-UseCases"
UCCUS952,"Risk - Executable Downloaded from low ranked site - CTI","DA-ESS-UseCases"
UCCUS953,"Risk - High risk download from first low ranked web domain - CTI","DA-ESS-UseCases"
UCCUS954,"Risk - Microsoft ETD Alert Detected - CTI","DA-ESS-UseCases"
UCCUS955,"Risk - Office document downloaded from uncategorized site - CTI","DA-ESS-UseCases"
UCCUS956,"Risk - Possible Hancitor Activity Detected - CTI","DA-ESS-UseCases"
UCCUS957,"Risk - User Added account to Multiple Admin Groups - CTI","DA-ESS-UseCases"
UCCUS958,"Risk - Users with unusually high number blocked web events - CTI","DA-ESS-UseCases"
UCCUS959,"Robotic traffic pattern to a malicious websites","DA-ESS-UseCases"
UCCUS960,"Robotic traffic pattern to a malicious/uncategorized/suspicious websites","DA-ESS-UseCases"
UCCUS961,"Rogue AP on Network","DA-ESS-UseCases"
UCCUS962,"Rogue Device Detection","DA-ESS-UseCases"
UCCUS963,"Rootkit Installed","DA-ESS-UseCases"
UCCUS964,"Router-Switch Configuration Changes - BridgeWater","DA-ESS-UseCases"
UCCUS965,"SCANNING Data center host scanning","DA-ESS-UseCases"
UCCUS966,"SCANNING PAN Internet IP scan","DA-ESS-UseCases"
UCCUS967,"SEP - Copies to USB with HC tag","DA-ESS-UseCases"
UCCUS968,"SEP - Copies to USB with HC tag-ECS","DA-ESS-UseCases"
UCCUS969,"SEP - PUP indicator. Browser helper object registration blocked.","DA-ESS-UseCases"
UCCUS970,"SEP PUP indicator, BHO registration blocked Clone","DA-ESS-UseCases"
UCCUS971,"SEP malware not blocked, PUA or adware Clone","DA-ESS-UseCases"
UCCUS972,"SEP sensitive files copied to USB Clone","DA-ESS-UseCases"
UCCUS973,"SEP sensitive files copied to USB, ECS Clone","DA-ESS-UseCases"
UCCUS974,"SEPM correlation event","DA-ESS-UseCases"
UCCUS975,"SEPM detected left_alone","DA-ESS-UseCases"
UCCUS976,"SIEM Alerts FP rate (for SOC daily report)","DA-ESS-UseCases"
UCCUS977,"SLT Account Outbound Traffic to Domain Excessive Bytes","DA-ESS-UseCases"
UCCUS978,"SMB Scan Detected - CTI","DA-ESS-UseCases"
UCCUS979,"SMTP traffic from an unauthorized host","DA-ESS-UseCases"
UCCUS980,"SOC Firewall outbound drop top 50","DA-ESS-UseCases"
UCCUS981,"SOC Firewall outbound event count 24 hour","DA-ESS-UseCases"
UCCUS982,"SOC Metrics - IOCs Efficacy - Daily Report","DA-ESS-UseCases"
UCCUS983,"SSH Brute force attack","DA-ESS-UseCases"
UCCUS984,"SSH Dictionary Attack","DA-ESS-UseCases"
UCCUS985,"SSH Insertion Attack","DA-ESS-UseCases"
UCCUS986,"SSH MITM Attack","DA-ESS-UseCases"
UCCUS987,"SSH root login from internet","DA-ESS-UseCases"
UCCUS988,"SSL sessions open for longer than an hour","DA-ESS-UseCases"
UCCUS989,"Sanctuary Group Report","DA-ESS-UseCases"
UCCUS990,"Sanctuary Summary","DA-ESS-UseCases"
UCCUS991,"Scanners Targeting CUST network","DA-ESS-UseCases"
UCCUS992,"Scanning - Internal DNS Enumeration","DA-ESS-UseCases"
UCCUS993,"Scanning then connection from similar IP range/country","DA-ESS-UseCases"
UCCUS994,"Scheduled Search - Business Use Case","DA-ESS-UseCases"
UCCUS995,"Scheduled Search - Executive - All Notable Events by Distinct Rule Names","DA-ESS-UseCases"
UCCUS996,"Scheduled Search - Executive - Ticket Count by Rule Names","DA-ESS-UseCases"
UCCUS997,"Scheduled Search - Executive - Top 10 External Potential Risks","DA-ESS-UseCases"
UCCUS998,"Scheduled Search - Executive - Top 10 Internal Potential Risks","DA-ESS-UseCases"
UCCUS999,"Scheduled Search - Executive - Total Notable Security Events Sent to SOC","DA-ESS-UseCases"
UCECU001,"AWS Cloud Provisioning From Previously Unseen City","DA-ESS-ContentUpdate"
UCECU002,"AWS Cloud Provisioning From Previously Unseen Country","DA-ESS-ContentUpdate"
UCECU003,"AWS Cloud Provisioning From Previously Unseen IP Address","DA-ESS-ContentUpdate"
UCECU004,"AWS Cloud Provisioning From Previously Unseen Region","DA-ESS-ContentUpdate"
UCECU005,"AWS Cross Account Activity From Previously Unseen Account","DA-ESS-ContentUpdate"
UCECU006,"AWS Network Access Control List Created with All Open Ports","DA-ESS-ContentUpdate"
UCECU007,"AWS Network Access Control List Deleted","DA-ESS-ContentUpdate"
UCECU008,"Abnormally High AWS Instances Launched by User","DA-ESS-ContentUpdate"
UCECU009,"Abnormally High AWS Instances Launched by User - MLTK","DA-ESS-ContentUpdate"
UCECU010,"Abnormally High AWS Instances Terminated by User","DA-ESS-ContentUpdate"
UCECU011,"Abnormally High AWS Instances Terminated by User - MLTK","DA-ESS-ContentUpdate"
UCECU012,"Access LSASS Memory for Dump Creation","DA-ESS-ContentUpdate"
UCECU013,"Amazon EKS Kubernetes Pod scan detection","DA-ESS-ContentUpdate"
UCECU014,"Amazon EKS Kubernetes cluster scan detection","DA-ESS-ContentUpdate"
UCECU015,"Attempt To Add Certificate To Untrusted Store","DA-ESS-ContentUpdate"
UCECU016,"Attempt To Set Default PowerShell Execution Policy To Unrestricted or Bypass","DA-ESS-ContentUpdate"
UCECU017,"Attempt To Stop Security Service","DA-ESS-ContentUpdate"
UCECU018,"Attempted Credential Dump From Registry via Reg.exe","DA-ESS-ContentUpdate"
UCECU019,"Batch File Write to System32","DA-ESS-ContentUpdate"
UCECU020,"Child Processes of Spoolsv.exe","DA-ESS-ContentUpdate"
UCECU021,"Clients Connecting to Multiple DNS Servers","DA-ESS-ContentUpdate"
UCECU022,"Cloud Compute Instance Created By Previously Unseen User","DA-ESS-ContentUpdate"
UCECU023,"Cloud Compute Instance Created With Previously Unseen Image","DA-ESS-ContentUpdate"
UCECU024,"Cloud Compute Instance Created With Previously Unseen Instance Type","DA-ESS-ContentUpdate"
UCECU025,"Cloud Compute Instance Started In Previously Unused Region","DA-ESS-ContentUpdate"
UCECU026,"Common Ransomware Extensions","DA-ESS-ContentUpdate"
UCECU027,"Common Ransomware Notes","DA-ESS-ContentUpdate"
UCECU028,"Create Remote Thread into LSASS","DA-ESS-ContentUpdate"
UCECU029,"Create local admin accounts using net.exe","DA-ESS-ContentUpdate"
UCECU030,"Create or delete windows shares using net.exe","DA-ESS-ContentUpdate"
UCECU031,"Creation of Shadow Copy","DA-ESS-ContentUpdate"
UCECU032,"Creation of Shadow Copy with wmic and powershell","DA-ESS-ContentUpdate"
UCECU033,"Credential Dumping via Copy Command from Shadow Copy","DA-ESS-ContentUpdate"
UCECU034,"Credential Dumping via Symlink to Shadow Copy","DA-ESS-ContentUpdate"
UCECU035,"DNS Query Length Outliers - MLTK","DA-ESS-ContentUpdate"
UCECU036,"DNS Query Length With High Standard Deviation","DA-ESS-ContentUpdate"
UCECU037,"DNS Query Requests Resolved by Unauthorized DNS Servers","DA-ESS-ContentUpdate"
UCECU038,"DNS record changed","DA-ESS-ContentUpdate"
UCECU039,"Deleting Shadow Copies","DA-ESS-ContentUpdate"
UCECU040,"Detect API activity from users without MFA","DA-ESS-ContentUpdate"
UCECU041,"Detect AWS API Activities From Unapproved Accounts","DA-ESS-ContentUpdate"
UCECU042,"Detect AWS Console Login by User from New City","DA-ESS-ContentUpdate"
UCECU043,"Detect AWS Console Login by User from New Country","DA-ESS-ContentUpdate"
UCECU044,"Detect AWS Console Login by User from New Region","DA-ESS-ContentUpdate"
UCECU045,"Detect Activity Related to Pass the Hash Attacks","DA-ESS-ContentUpdate"
UCECU046,"Detect Credential Dumping through LSASS access","DA-ESS-ContentUpdate"
UCECU047,"Detect DNS requests to Phishing Sites leveraging EvilGinx2","DA-ESS-ContentUpdate"
UCECU048,"Detect Excessive Account Lockouts From Endpoint","DA-ESS-ContentUpdate"
UCECU049,"Detect Excessive User Account Lockouts","DA-ESS-ContentUpdate"
UCECU050,"Detect Large Outbound ICMP Packets","DA-ESS-ContentUpdate"
UCECU051,"Detect Long DNS TXT Record Response","DA-ESS-ContentUpdate"
UCECU052,"Detect Mimikatz Using Loaded Images","DA-ESS-ContentUpdate"
UCECU053,"Detect Mimikatz Via PowerShell And EventCode 4703","DA-ESS-ContentUpdate"
UCECU054,"Detect New Local Admin account","DA-ESS-ContentUpdate"
UCECU055,"Detect New Login Attempts to Routers","DA-ESS-ContentUpdate"
UCECU056,"Detect New Open S3 buckets","DA-ESS-ContentUpdate"
UCECU057,"Detect Oulook.exe writing a .zip file","DA-ESS-ContentUpdate"
UCECU058,"Detect Outbound SMB Traffic","DA-ESS-ContentUpdate"
UCECU059,"Detect Path Interception By Creation Of program.exe","DA-ESS-ContentUpdate"
UCECU060,"Detect Prohibited Applications Spawning cmd.exe","DA-ESS-ContentUpdate"
UCECU061,"Detect PsExec With accepteula Flag","DA-ESS-ContentUpdate"
UCECU062,"Detect Rare Executables","DA-ESS-ContentUpdate"
UCECU063,"Detect S3 access from a new IP","DA-ESS-ContentUpdate"
UCECU064,"Detect Spike in AWS API Activity","DA-ESS-ContentUpdate"
UCECU065,"Detect Spike in Network ACL Activity","DA-ESS-ContentUpdate"
UCECU066,"Detect Spike in S3 Bucket deletion","DA-ESS-ContentUpdate"
UCECU067,"Detect Spike in Security Group Activity","DA-ESS-ContentUpdate"
UCECU068,"Detect Spike in blocked Outbound Traffic from your AWS","DA-ESS-ContentUpdate"
UCECU069,"Detect USB device insertion","DA-ESS-ContentUpdate"
UCECU070,"Detect Unauthorized Assets by MAC address","DA-ESS-ContentUpdate"
UCECU071,"Detect Use of cmd.exe to Launch Script Interpreters","DA-ESS-ContentUpdate"
UCECU072,"Detect attackers scanning for vulnerable JBoss servers","DA-ESS-ContentUpdate"
UCECU073,"Detect hosts connecting to dynamic domain providers","DA-ESS-ContentUpdate"
UCECU074,"Detect malicious requests to exploit JBoss servers","DA-ESS-ContentUpdate"
UCECU075,"Detect mshta.exe running scripts in command-line arguments","DA-ESS-ContentUpdate"
UCECU076,"Detect new API calls from user roles","DA-ESS-ContentUpdate"
UCECU077,"Detect new user AWS Console Login","DA-ESS-ContentUpdate"
UCECU078,"Detect processes used for System Network Configuration Discovery","DA-ESS-ContentUpdate"
UCECU079,"Detect web traffic to dynamic domain providers","DA-ESS-ContentUpdate"
UCECU080,"Detection of DNS Tunnels","DA-ESS-ContentUpdate"
UCECU081,"Detection of tools built by NirSoft","DA-ESS-ContentUpdate"
UCECU082,"Disabling Remote User Account Control","DA-ESS-ContentUpdate"
UCECU083,"Dump LSASS via comsvcs DLL","DA-ESS-ContentUpdate"
UCECU084,"EC2 Instance Modified With Previously Unseen User","DA-ESS-ContentUpdate"
UCECU085,"EC2 Instance Started In Previously Unseen Region","DA-ESS-ContentUpdate"
